UniqueID,Date,Time,Plot,Treatment,CVC
980,7/12/2016,7:00:00 AM,4,Full rain,0.1434
981,7/12/2016,8:00:00 AM,4,Full rain,0.1434
982,7/12/2016,9:00:00 AM,4,Full rain,0.1434
983,7/12/2016,10:00:00 AM,4,Full rain,0.1434
984,7/12/2016,11:00:00 AM,4,Full rain,0.1441
985,7/12/2016,12:00:00 PM,4,Full rain,0.1456
986,7/12/2016,1:00:00 PM,4,Full rain,0.1463
987,7/12/2016,2:00:00 PM,4,Full rain,0.1477
988,7/12/2016,3:00:00 PM,4,Full rain,0.1492
989,7/12/2016,4:00:00 PM,4,Full rain,0.1499
990,7/12/2016,5:00:00 PM,4,Full rain,0.1499
991,7/12/2016,6:00:00 PM,4,Full rain,0.1499
992,7/12/2016,7:00:00 PM,4,Full rain,0.1499
993,7/12/2016,8:00:00 PM,4,Full rain,0.1485
994,7/12/2016,9:00:00 PM,4,Full rain,0.147
995,7/12/2016,10:00:00 PM,4,Full rain,0.1463
996,7/12/2016,11:00:00 PM,4,Full rain,0.1456
997,7/13/2016,12:00:00 AM,4,Full rain,0.1448
998,7/13/2016,1:00:00 AM,4,Full rain,0.1441
999,7/13/2016,2:00:00 AM,4,Full rain,0.1434
1000,7/13/2016,3:00:00 AM,4,Full rain,0.1426
1001,7/13/2016,4:00:00 AM,4,Full rain,0.1426
1002,7/13/2016,5:00:00 AM,4,Full rain,0.1419
1003,7/13/2016,6:00:00 AM,4,Full rain,0.1419
1004,7/13/2016,7:00:00 AM,4,Full rain,0.1412
1005,7/13/2016,8:00:00 AM,4,Full rain,0.1405
1006,7/13/2016,9:00:00 AM,4,Full rain,0.1405
1007,7/13/2016,10:00:00 AM,4,Full rain,0.1405
1008,7/13/2016,11:00:00 AM,4,Full rain,0.1412
1009,7/13/2016,12:00:00 PM,4,Full rain,0.1419
1010,7/13/2016,1:00:00 PM,4,Full rain,0.1434
1011,7/13/2016,2:00:00 PM,4,Full rain,0.1448
1012,7/13/2016,3:00:00 PM,4,Full rain,0.1463
1013,7/13/2016,4:00:00 PM,4,Full rain,0.147
1014,7/13/2016,5:00:00 PM,4,Full rain,0.147
1015,7/13/2016,6:00:00 PM,4,Full rain,0.147
1016,7/13/2016,7:00:00 PM,4,Full rain,0.1456
1017,7/13/2016,8:00:00 PM,4,Full rain,0.1441
1018,7/13/2016,9:00:00 PM,4,Full rain,0.1434
1019,7/13/2016,10:00:00 PM,4,Full rain,0.1419
1020,7/13/2016,11:00:00 PM,4,Full rain,0.1412
1021,7/14/2016,12:00:00 AM,4,Full rain,0.1405
1022,7/14/2016,1:00:00 AM,4,Full rain,0.139
1023,7/14/2016,2:00:00 AM,4,Full rain,0.139
1024,7/14/2016,3:00:00 AM,4,Full rain,0.1383
1025,7/14/2016,4:00:00 AM,4,Full rain,0.1383
1026,7/14/2016,5:00:00 AM,4,Full rain,0.1383
1027,7/14/2016,6:00:00 AM,4,Full rain,0.1376
1028,7/14/2016,7:00:00 AM,4,Full rain,0.1368
1029,7/14/2016,8:00:00 AM,4,Full rain,0.1361
1030,7/14/2016,9:00:00 AM,4,Full rain,0.1368
1031,7/14/2016,10:00:00 AM,4,Full rain,0.1368
1032,7/14/2016,11:00:00 AM,4,Full rain,0.1368
1033,7/14/2016,12:00:00 PM,4,Full rain,0.1368
1034,7/14/2016,1:00:00 PM,4,Full rain,0.1368
1035,7/14/2016,2:00:00 PM,4,Full rain,0.1368
1036,7/14/2016,3:00:00 PM,4,Full rain,0.1368
1037,7/14/2016,4:00:00 PM,4,Full rain,0.1361
1038,7/14/2016,5:00:00 PM,4,Full rain,0.1361
1039,7/14/2016,6:00:00 PM,4,Full rain,0.1354
1040,7/14/2016,7:00:00 PM,4,Full rain,0.1354
1041,7/14/2016,8:00:00 PM,4,Full rain,0.1347
1042,7/14/2016,9:00:00 PM,4,Full rain,0.1339
1043,7/14/2016,10:00:00 PM,4,Full rain,0.1339
1044,7/14/2016,11:00:00 PM,4,Full rain,0.1332
1045,7/15/2016,12:00:00 AM,4,Full rain,0.1332
1046,7/15/2016,1:00:00 AM,4,Full rain,0.1332
1047,7/15/2016,2:00:00 AM,4,Full rain,0.1325
1048,7/15/2016,3:00:00 AM,4,Full rain,0.1318
1049,7/15/2016,4:00:00 AM,4,Full rain,0.1325
1050,7/15/2016,5:00:00 AM,4,Full rain,0.1318
1051,7/15/2016,6:00:00 AM,4,Full rain,0.1318
1052,7/15/2016,7:00:00 AM,4,Full rain,0.1318
1053,7/15/2016,8:00:00 AM,4,Full rain,0.1318
1054,7/15/2016,9:00:00 AM,4,Full rain,0.1318
1055,7/15/2016,10:00:00 AM,4,Full rain,0.1318
1056,7/15/2016,11:00:00 AM,4,Full rain,0.1325
1057,7/15/2016,12:00:00 PM,4,Full rain,0.1325
1058,7/15/2016,1:00:00 PM,4,Full rain,0.1347
1059,7/15/2016,2:00:00 PM,4,Full rain,0.1354
1060,7/15/2016,3:00:00 PM,4,Full rain,0.1368
1061,7/15/2016,4:00:00 PM,4,Full rain,0.1368
1062,7/15/2016,5:00:00 PM,4,Full rain,0.1376
1063,7/15/2016,6:00:00 PM,4,Full rain,0.1376
1064,7/15/2016,7:00:00 PM,4,Full rain,0.1376
1065,7/15/2016,8:00:00 PM,4,Full rain,0.1361
1066,7/15/2016,9:00:00 PM,4,Full rain,0.1361
1067,7/15/2016,10:00:00 PM,4,Full rain,0.1347
1068,7/15/2016,11:00:00 PM,4,Full rain,0.1347
1069,7/16/2016,12:00:00 AM,4,Full rain,0.1339
1070,7/16/2016,1:00:00 AM,4,Full rain,0.1332
1071,7/16/2016,2:00:00 AM,4,Full rain,0.1325
1072,7/16/2016,3:00:00 AM,4,Full rain,0.1318
1073,7/16/2016,4:00:00 AM,4,Full rain,0.1318
1074,7/16/2016,5:00:00 AM,4,Full rain,0.131
1075,7/16/2016,6:00:00 AM,4,Full rain,0.131
1076,7/16/2016,7:00:00 AM,4,Full rain,0.1303
1077,7/16/2016,8:00:00 AM,4,Full rain,0.1303
1078,7/16/2016,9:00:00 AM,4,Full rain,0.131
1079,7/16/2016,10:00:00 AM,4,Full rain,0.131
1080,7/16/2016,11:00:00 AM,4,Full rain,0.1325
1081,7/16/2016,12:00:00 PM,4,Full rain,0.1332
1082,7/16/2016,1:00:00 PM,4,Full rain,0.1339
1083,7/16/2016,2:00:00 PM,4,Full rain,0.1347
1084,7/16/2016,3:00:00 PM,4,Full rain,0.1361
1085,7/16/2016,4:00:00 PM,4,Full rain,0.1368
1086,7/16/2016,5:00:00 PM,4,Full rain,0.1376
1087,7/16/2016,6:00:00 PM,4,Full rain,0.1361
1088,7/16/2016,7:00:00 PM,4,Full rain,0.1361
1089,7/16/2016,8:00:00 PM,4,Full rain,0.1347
1090,7/16/2016,9:00:00 PM,4,Full rain,0.1339
1091,7/16/2016,10:00:00 PM,4,Full rain,0.1332
1092,7/16/2016,11:00:00 PM,4,Full rain,0.1325
1093,7/17/2016,12:00:00 AM,4,Full rain,0.1325
1094,7/17/2016,1:00:00 AM,4,Full rain,0.131
1095,7/17/2016,2:00:00 AM,4,Full rain,0.131
1096,7/17/2016,3:00:00 AM,4,Full rain,0.131
1097,7/17/2016,4:00:00 AM,4,Full rain,0.131
1098,7/17/2016,5:00:00 AM,4,Full rain,0.131
1099,7/17/2016,6:00:00 AM,4,Full rain,0.1303
1100,7/17/2016,7:00:00 AM,4,Full rain,0.1303
1101,7/17/2016,8:00:00 AM,4,Full rain,0.1303
1102,7/17/2016,9:00:00 AM,4,Full rain,0.1303
1103,7/17/2016,10:00:00 AM,4,Full rain,0.1296
1104,7/17/2016,11:00:00 AM,4,Full rain,0.1303
1105,7/17/2016,12:00:00 PM,4,Full rain,0.1318
1106,7/17/2016,1:00:00 PM,4,Full rain,0.1325
1107,7/17/2016,2:00:00 PM,4,Full rain,0.1325
1108,7/17/2016,3:00:00 PM,4,Full rain,0.1332
1109,7/17/2016,4:00:00 PM,4,Full rain,0.1332
1110,7/17/2016,5:00:00 PM,4,Full rain,0.1332
1111,7/17/2016,6:00:00 PM,4,Full rain,0.1332
1112,7/17/2016,7:00:00 PM,4,Full rain,0.1318
1113,7/17/2016,8:00:00 PM,4,Full rain,0.1318
1114,7/17/2016,9:00:00 PM,4,Full rain,0.131
1115,7/17/2016,10:00:00 PM,4,Full rain,0.131
1116,7/17/2016,11:00:00 PM,4,Full rain,0.1303
1117,7/18/2016,12:00:00 AM,4,Full rain,0.1303
1118,7/18/2016,1:00:00 AM,4,Full rain,0.1296
1119,7/18/2016,2:00:00 AM,4,Full rain,0.1296
1120,7/18/2016,3:00:00 AM,4,Full rain,0.1288
1121,7/18/2016,4:00:00 AM,4,Full rain,0.1288
1122,7/18/2016,5:00:00 AM,4,Full rain,0.1288
1123,7/18/2016,6:00:00 AM,4,Full rain,0.1288
1124,7/18/2016,7:00:00 AM,4,Full rain,0.1281
1125,7/18/2016,8:00:00 AM,4,Full rain,0.1281
1126,7/18/2016,9:00:00 AM,4,Full rain,0.1281
1127,7/18/2016,10:00:00 AM,4,Full rain,0.1281
1128,7/18/2016,11:00:00 AM,4,Full rain,0.1288
1129,7/18/2016,12:00:00 PM,4,Full rain,0.1303
1130,7/18/2016,1:00:00 PM,4,Full rain,0.1318
1131,7/18/2016,2:00:00 PM,4,Full rain,0.1325
1132,7/18/2016,3:00:00 PM,4,Full rain,0.1325
1133,7/18/2016,4:00:00 PM,4,Full rain,0.1325
1134,7/18/2016,5:00:00 PM,4,Full rain,0.1318
1135,7/18/2016,6:00:00 PM,4,Full rain,0.131
1136,7/18/2016,7:00:00 PM,4,Full rain,0.1296
1137,7/18/2016,8:00:00 PM,4,Full rain,0.1288
1138,7/18/2016,9:00:00 PM,4,Full rain,0.1281
1139,7/18/2016,10:00:00 PM,4,Full rain,0.1274
1140,7/18/2016,11:00:00 PM,4,Full rain,0.1267
1141,7/19/2016,12:00:00 AM,4,Full rain,0.1259
1142,7/19/2016,1:00:00 AM,4,Full rain,0.1252
1143,7/19/2016,2:00:00 AM,4,Full rain,0.1245
1144,7/19/2016,3:00:00 AM,4,Full rain,0.1245
1145,7/19/2016,4:00:00 AM,4,Full rain,0.1245
1146,7/19/2016,5:00:00 AM,4,Full rain,0.1238
1147,7/19/2016,6:00:00 AM,4,Full rain,0.123
1148,7/19/2016,7:00:00 AM,4,Full rain,0.123
1149,7/19/2016,8:00:00 AM,4,Full rain,0.1223
1150,7/19/2016,9:00:00 AM,4,Full rain,0.1223
1151,7/19/2016,10:00:00 AM,4,Full rain,0.1223
1152,7/19/2016,11:00:00 AM,4,Full rain,0.1223
1153,7/19/2016,12:00:00 PM,4,Full rain,0.1216
1154,7/19/2016,1:00:00 PM,4,Full rain,0.1216
1155,7/19/2016,2:00:00 PM,4,Full rain,0.1209
1156,7/19/2016,3:00:00 PM,4,Full rain,0.1201
1157,7/19/2016,4:00:00 PM,4,Full rain,0.1194
1158,7/19/2016,5:00:00 PM,4,Full rain,0.118
1159,7/19/2016,6:00:00 PM,4,Full rain,0.1165
1160,7/19/2016,7:00:00 PM,4,Full rain,0.1158
1161,7/19/2016,8:00:00 PM,4,Full rain,0.115
1162,7/19/2016,9:00:00 PM,4,Full rain,0.1143
1163,7/19/2016,10:00:00 PM,4,Full rain,0.1136
1164,7/19/2016,11:00:00 PM,4,Full rain,0.1129
1165,7/20/2016,12:00:00 AM,4,Full rain,0.1121
1166,7/20/2016,1:00:00 AM,4,Full rain,0.1121
1167,7/20/2016,2:00:00 AM,4,Full rain,0.1121
1168,7/20/2016,3:00:00 AM,4,Full rain,0.1114
1169,7/20/2016,4:00:00 AM,4,Full rain,0.1114
1170,7/20/2016,5:00:00 AM,4,Full rain,0.1114
1171,7/20/2016,6:00:00 AM,4,Full rain,0.1114
1172,7/20/2016,7:00:00 AM,4,Full rain,0.1114
1173,7/20/2016,8:00:00 AM,4,Full rain,0.1107
1174,7/20/2016,9:00:00 AM,4,Full rain,0.1107
1175,7/20/2016,10:00:00 AM,4,Full rain,0.11
1176,7/20/2016,11:00:00 AM,4,Full rain,0.1085
1177,7/20/2016,12:00:00 PM,4,Full rain,0.1078
1178,7/20/2016,1:00:00 PM,4,Full rain,0.1071
1179,7/20/2016,2:00:00 PM,4,Full rain,0.1071
1180,7/20/2016,3:00:00 PM,4,Full rain,0.1063
1181,7/20/2016,4:00:00 PM,4,Full rain,0.1063
1182,7/20/2016,5:00:00 PM,4,Full rain,0.1049
1183,7/20/2016,6:00:00 PM,4,Full rain,0.1034
1184,7/20/2016,7:00:00 PM,4,Full rain,0.102
1185,7/20/2016,8:00:00 PM,4,Full rain,0.102
1186,7/20/2016,9:00:00 PM,4,Full rain,0.1012
1187,7/20/2016,10:00:00 PM,4,Full rain,0.1005
1188,7/20/2016,11:00:00 PM,4,Full rain,0.1005
1189,7/21/2016,12:00:00 AM,4,Full rain,0.0998
1190,7/21/2016,1:00:00 AM,4,Full rain,0.0998
1191,7/21/2016,2:00:00 AM,4,Full rain,0.0991
1192,7/21/2016,3:00:00 AM,4,Full rain,0.0991
1193,7/21/2016,4:00:00 AM,4,Full rain,0.0991
1194,7/21/2016,5:00:00 AM,4,Full rain,0.0976
1195,7/21/2016,6:00:00 AM,4,Full rain,0.0969
1196,7/21/2016,7:00:00 AM,4,Full rain,0.0969
1197,7/21/2016,8:00:00 AM,4,Full rain,0.0962
1198,7/21/2016,9:00:00 AM,4,Full rain,0.0954
1199,7/21/2016,10:00:00 AM,4,Full rain,0.0947
1200,7/21/2016,11:00:00 AM,4,Full rain,0.094
1201,7/21/2016,12:00:00 PM,4,Full rain,0.0933
1202,7/21/2016,1:00:00 PM,4,Full rain,0.094
1203,7/21/2016,2:00:00 PM,4,Full rain,0.0933
1204,7/21/2016,3:00:00 PM,4,Full rain,0.0933
1205,7/21/2016,4:00:00 PM,4,Full rain,0.094
1206,7/21/2016,5:00:00 PM,4,Full rain,0.0933
1207,7/21/2016,6:00:00 PM,4,Full rain,0.0925
1208,7/21/2016,7:00:00 PM,4,Full rain,0.0911
1209,7/21/2016,8:00:00 PM,4,Full rain,0.0896
1210,7/21/2016,9:00:00 PM,4,Full rain,0.0889
1211,7/21/2016,10:00:00 PM,4,Full rain,0.0882
1212,7/21/2016,11:00:00 PM,4,Full rain,0.0882
1213,7/22/2016,12:00:00 AM,4,Full rain,0.0874
1214,7/22/2016,1:00:00 AM,4,Full rain,0.0867
1215,7/22/2016,2:00:00 AM,4,Full rain,0.0867
1216,7/22/2016,3:00:00 AM,4,Full rain,0.086
1217,7/22/2016,4:00:00 AM,4,Full rain,0.086
1218,7/22/2016,5:00:00 AM,4,Full rain,0.0853
1219,7/22/2016,6:00:00 AM,4,Full rain,0.0853
1220,7/22/2016,7:00:00 AM,4,Full rain,0.0853
1221,7/22/2016,8:00:00 AM,4,Full rain,0.0845
1222,7/22/2016,9:00:00 AM,4,Full rain,0.0838
1223,7/22/2016,10:00:00 AM,4,Full rain,0.0831
1224,7/22/2016,11:00:00 AM,4,Full rain,0.0838
1225,7/22/2016,12:00:00 PM,4,Full rain,0.0831
1226,7/22/2016,1:00:00 PM,4,Full rain,0.0838
1227,7/22/2016,2:00:00 PM,4,Full rain,0.0853
1228,7/22/2016,3:00:00 PM,4,Full rain,0.086
1229,7/22/2016,4:00:00 PM,4,Full rain,0.0867
1230,7/22/2016,5:00:00 PM,4,Full rain,0.0867
1231,7/22/2016,6:00:00 PM,4,Full rain,0.086
1232,7/22/2016,7:00:00 PM,4,Full rain,0.0853
1233,7/22/2016,8:00:00 PM,4,Full rain,0.0838
1234,7/22/2016,9:00:00 PM,4,Full rain,0.0831
1235,7/22/2016,10:00:00 PM,4,Full rain,0.0824
1236,7/22/2016,11:00:00 PM,4,Full rain,0.0809
1237,7/23/2016,12:00:00 AM,4,Full rain,0.0809
1238,7/23/2016,1:00:00 AM,4,Full rain,0.0795
1239,7/23/2016,2:00:00 AM,4,Full rain,0.0795
1240,7/23/2016,3:00:00 AM,4,Full rain,0.0787
1241,7/23/2016,4:00:00 AM,4,Full rain,0.0787
1242,7/23/2016,5:00:00 AM,4,Full rain,0.078
1243,7/23/2016,6:00:00 AM,4,Full rain,0.078
1244,7/23/2016,7:00:00 AM,4,Full rain,0.0773
1245,7/23/2016,8:00:00 AM,4,Full rain,0.0773
1246,7/23/2016,9:00:00 AM,4,Full rain,0.0773
1247,7/23/2016,10:00:00 AM,4,Full rain,0.0773
1248,7/23/2016,11:00:00 AM,4,Full rain,0.0766
1249,7/23/2016,12:00:00 PM,4,Full rain,0.0933
1250,7/23/2016,1:00:00 PM,4,Full rain,0.1499
1251,7/23/2016,2:00:00 PM,4,Full rain,0.147
1252,7/23/2016,3:00:00 PM,4,Full rain,0.1448
1253,7/23/2016,4:00:00 PM,4,Full rain,0.1448
1254,7/23/2016,5:00:00 PM,4,Full rain,0.1608
1255,7/23/2016,6:00:00 PM,4,Full rain,0.1673
1256,7/23/2016,7:00:00 PM,4,Full rain,0.1695
1257,7/23/2016,8:00:00 PM,4,Full rain,0.1688
1258,7/23/2016,9:00:00 PM,4,Full rain,0.1688
1259,7/23/2016,10:00:00 PM,4,Full rain,0.1681
1260,7/23/2016,11:00:00 PM,4,Full rain,0.1673
1261,7/24/2016,12:00:00 AM,4,Full rain,0.1659
1262,7/24/2016,1:00:00 AM,4,Full rain,0.1652
1263,7/24/2016,2:00:00 AM,4,Full rain,0.1644
1264,7/24/2016,3:00:00 AM,4,Full rain,0.1644
1265,7/24/2016,4:00:00 AM,4,Full rain,0.1637
1266,7/24/2016,5:00:00 AM,4,Full rain,0.163
1267,7/24/2016,6:00:00 AM,4,Full rain,0.163
1268,7/24/2016,7:00:00 AM,4,Full rain,0.1623
1269,7/24/2016,8:00:00 AM,4,Full rain,0.1615
1270,7/24/2016,9:00:00 AM,4,Full rain,0.1594
1271,7/24/2016,10:00:00 AM,4,Full rain,0.1572
1272,7/24/2016,11:00:00 AM,4,Full rain,0.155
1273,7/24/2016,12:00:00 PM,4,Full rain,0.1528
1274,7/24/2016,1:00:00 PM,4,Full rain,0.1506
1275,7/24/2016,2:00:00 PM,4,Full rain,0.1485
1276,7/24/2016,3:00:00 PM,4,Full rain,0.1456
1277,7/24/2016,4:00:00 PM,4,Full rain,0.1434
1278,7/24/2016,5:00:00 PM,4,Full rain,0.1412
1279,7/24/2016,6:00:00 PM,4,Full rain,0.1383
1280,7/24/2016,7:00:00 PM,4,Full rain,0.1376
1281,7/24/2016,8:00:00 PM,4,Full rain,0.1361
1282,7/24/2016,9:00:00 PM,4,Full rain,0.1354
1283,7/24/2016,10:00:00 PM,4,Full rain,0.1354
1284,7/24/2016,11:00:00 PM,4,Full rain,0.1347
1285,7/25/2016,12:00:00 AM,4,Full rain,0.1347
1286,7/25/2016,1:00:00 AM,4,Full rain,0.1339
1287,7/25/2016,2:00:00 AM,4,Full rain,0.1332
1288,7/25/2016,3:00:00 AM,4,Full rain,0.1332
1289,7/25/2016,4:00:00 AM,4,Full rain,0.1325
1290,7/25/2016,5:00:00 AM,4,Full rain,0.1325
1291,7/25/2016,6:00:00 AM,4,Full rain,0.1325
1292,7/25/2016,7:00:00 AM,4,Full rain,0.1318
1293,7/25/2016,8:00:00 AM,4,Full rain,0.1318
1294,7/25/2016,9:00:00 AM,4,Full rain,0.1296
1295,7/25/2016,10:00:00 AM,4,Full rain,0.1281
1296,7/25/2016,11:00:00 AM,4,Full rain,0.1267
1297,7/25/2016,12:00:00 PM,4,Full rain,0.1252
1298,7/25/2016,1:00:00 PM,4,Full rain,0.1238
1299,7/25/2016,2:00:00 PM,4,Full rain,0.1223
1300,7/25/2016,3:00:00 PM,4,Full rain,0.1209
1301,7/25/2016,4:00:00 PM,4,Full rain,0.1187
1302,7/25/2016,5:00:00 PM,4,Full rain,0.1165
1303,7/25/2016,6:00:00 PM,4,Full rain,0.115
1304,7/25/2016,7:00:00 PM,4,Full rain,0.1136
1305,7/25/2016,8:00:00 PM,4,Full rain,0.1121
1306,7/25/2016,9:00:00 PM,4,Full rain,0.1121
1307,7/25/2016,10:00:00 PM,4,Full rain,0.1114
1308,7/25/2016,11:00:00 PM,4,Full rain,0.1114
1309,7/26/2016,12:00:00 AM,4,Full rain,0.1107
1310,7/26/2016,1:00:00 AM,4,Full rain,0.1107
1311,7/26/2016,2:00:00 AM,4,Full rain,0.1107
1312,7/26/2016,3:00:00 AM,4,Full rain,0.1107
1313,7/26/2016,4:00:00 AM,4,Full rain,0.11
1314,7/26/2016,5:00:00 AM,4,Full rain,0.1092
1315,7/26/2016,6:00:00 AM,4,Full rain,0.1092
1316,7/26/2016,7:00:00 AM,4,Full rain,0.11
1317,7/26/2016,8:00:00 AM,4,Full rain,0.1092
1318,7/26/2016,9:00:00 AM,4,Full rain,0.1078
1319,7/26/2016,10:00:00 AM,4,Full rain,0.1063
1320,7/26/2016,11:00:00 AM,4,Full rain,0.1049
1321,7/26/2016,12:00:00 PM,4,Full rain,0.1042
1322,7/26/2016,1:00:00 PM,4,Full rain,0.1034
1323,7/26/2016,2:00:00 PM,4,Full rain,0.1027
1324,7/26/2016,3:00:00 PM,4,Full rain,0.1012
1325,7/26/2016,4:00:00 PM,4,Full rain,0.1005
1326,7/26/2016,5:00:00 PM,4,Full rain,0.0991
1327,7/26/2016,6:00:00 PM,4,Full rain,0.0976
1328,7/26/2016,7:00:00 PM,4,Full rain,0.0962
1329,7/26/2016,8:00:00 PM,4,Full rain,0.0947
1330,7/26/2016,9:00:00 PM,4,Full rain,0.0947
1331,7/26/2016,10:00:00 PM,4,Full rain,0.094
1332,7/26/2016,11:00:00 PM,4,Full rain,0.0933
1333,7/27/2016,12:00:00 AM,4,Full rain,0.0925
1334,7/27/2016,1:00:00 AM,4,Full rain,0.0925
1335,7/27/2016,2:00:00 AM,4,Full rain,0.0918
1336,7/27/2016,3:00:00 AM,4,Full rain,0.0918
1337,7/27/2016,4:00:00 AM,4,Full rain,0.0918
1338,7/27/2016,5:00:00 AM,4,Full rain,0.0911
1339,7/27/2016,6:00:00 AM,4,Full rain,0.0918
1340,7/27/2016,7:00:00 AM,4,Full rain,0.0911
1341,7/27/2016,8:00:00 AM,4,Full rain,0.0911
1342,7/27/2016,9:00:00 AM,4,Full rain,0.0904
1343,7/27/2016,10:00:00 AM,4,Full rain,0.0904
1344,7/27/2016,11:00:00 AM,4,Full rain,0.0896
1345,7/27/2016,12:00:00 PM,4,Full rain,0.0896
1346,7/27/2016,1:00:00 PM,4,Full rain,0.0889
1347,7/27/2016,2:00:00 PM,4,Full rain,0.1245
1348,7/27/2016,3:00:00 PM,4,Full rain,0.118
1349,7/27/2016,4:00:00 PM,4,Full rain,0.1383
1350,7/27/2016,5:00:00 PM,4,Full rain,0.139
1351,7/27/2016,6:00:00 PM,4,Full rain,0.1376
1352,7/27/2016,7:00:00 PM,4,Full rain,0.1368
1353,7/27/2016,8:00:00 PM,4,Full rain,0.1368
1354,7/27/2016,9:00:00 PM,4,Full rain,0.1376
1355,7/27/2016,10:00:00 PM,4,Full rain,0.1383
1356,7/27/2016,11:00:00 PM,4,Full rain,0.1383
1357,7/28/2016,12:00:00 AM,4,Full rain,0.139
1358,7/28/2016,1:00:00 AM,4,Full rain,0.1397
1359,7/28/2016,2:00:00 AM,4,Full rain,0.1405
1360,7/28/2016,3:00:00 AM,4,Full rain,0.1405
1361,7/28/2016,4:00:00 AM,4,Full rain,0.1405
1362,7/28/2016,5:00:00 AM,4,Full rain,0.1405
1363,7/28/2016,6:00:00 AM,4,Full rain,0.1405
1364,7/28/2016,7:00:00 AM,4,Full rain,0.1397
1365,7/28/2016,8:00:00 AM,4,Full rain,0.1397
1366,7/28/2016,9:00:00 AM,4,Full rain,0.139
1367,7/28/2016,10:00:00 AM,4,Full rain,0.1383
1368,7/28/2016,11:00:00 AM,4,Full rain,0.1383
1369,7/28/2016,12:00:00 PM,4,Full rain,0.1361
1370,7/28/2016,1:00:00 PM,4,Full rain,0.1354
1371,7/28/2016,2:00:00 PM,4,Full rain,0.1339
1372,7/28/2016,3:00:00 PM,4,Full rain,0.1325
1373,7/28/2016,4:00:00 PM,4,Full rain,0.131
1374,7/28/2016,5:00:00 PM,4,Full rain,0.1288
1375,7/28/2016,6:00:00 PM,4,Full rain,0.1281
1376,7/28/2016,7:00:00 PM,4,Full rain,0.1274
1377,7/28/2016,8:00:00 PM,4,Full rain,0.1267
1378,7/28/2016,9:00:00 PM,4,Full rain,0.1267
1379,7/28/2016,10:00:00 PM,4,Full rain,0.1259
1380,7/28/2016,11:00:00 PM,4,Full rain,0.1259
1381,7/29/2016,12:00:00 AM,4,Full rain,0.1259
1382,7/29/2016,1:00:00 AM,4,Full rain,0.1252
1383,7/29/2016,2:00:00 AM,4,Full rain,0.1245
1384,7/29/2016,3:00:00 AM,4,Full rain,0.1245
1385,7/29/2016,4:00:00 AM,4,Full rain,0.1245
1386,7/29/2016,5:00:00 AM,4,Full rain,0.1245
1387,7/29/2016,6:00:00 AM,4,Full rain,0.1245
1388,7/29/2016,7:00:00 AM,4,Full rain,0.1238
1389,7/29/2016,8:00:00 AM,4,Full rain,0.1238
1390,7/29/2016,9:00:00 AM,4,Full rain,0.123
1391,7/29/2016,10:00:00 AM,4,Full rain,0.1209
1392,7/29/2016,11:00:00 AM,4,Full rain,0.1194
1393,7/29/2016,12:00:00 PM,4,Full rain,0.118
1394,7/29/2016,1:00:00 PM,4,Full rain,0.1165
1395,7/29/2016,2:00:00 PM,4,Full rain,0.1143
1396,7/29/2016,3:00:00 PM,4,Full rain,0.1136
1397,7/29/2016,4:00:00 PM,4,Full rain,0.1114
1398,7/29/2016,5:00:00 PM,4,Full rain,0.11
1399,7/29/2016,6:00:00 PM,4,Full rain,0.1078
1400,7/29/2016,7:00:00 PM,4,Full rain,0.1071
1401,7/29/2016,8:00:00 PM,4,Full rain,0.1056
1402,7/29/2016,9:00:00 PM,4,Full rain,0.1056
1403,7/29/2016,10:00:00 PM,4,Full rain,0.1049
1404,7/29/2016,11:00:00 PM,4,Full rain,0.1042
1405,7/30/2016,12:00:00 AM,4,Full rain,0.1042
1406,7/30/2016,1:00:00 AM,4,Full rain,0.1042
1407,7/30/2016,2:00:00 AM,4,Full rain,0.1034
1408,7/30/2016,3:00:00 AM,4,Full rain,0.1042
1409,7/30/2016,4:00:00 AM,4,Full rain,0.1034
1410,7/30/2016,5:00:00 AM,4,Full rain,0.1034
1411,7/30/2016,6:00:00 AM,4,Full rain,0.1034
1412,7/30/2016,7:00:00 AM,4,Full rain,0.1027
1413,7/30/2016,8:00:00 AM,4,Full rain,0.1027
1414,7/30/2016,9:00:00 AM,4,Full rain,0.102
1415,7/30/2016,10:00:00 AM,4,Full rain,0.102
1416,7/30/2016,11:00:00 AM,4,Full rain,0.1012
1417,7/30/2016,12:00:00 PM,4,Full rain,0.0998
1418,7/30/2016,1:00:00 PM,4,Full rain,0.0991
1419,7/30/2016,2:00:00 PM,4,Full rain,0.0976
1420,7/30/2016,3:00:00 PM,4,Full rain,0.0976
1421,7/30/2016,4:00:00 PM,4,Full rain,0.0962
1422,7/30/2016,5:00:00 PM,4,Full rain,0.0947
1423,7/30/2016,6:00:00 PM,4,Full rain,0.094
1424,7/30/2016,7:00:00 PM,4,Full rain,0.0933
1425,7/30/2016,8:00:00 PM,4,Full rain,0.0933
1426,7/30/2016,9:00:00 PM,4,Full rain,0.0925
1427,7/30/2016,10:00:00 PM,4,Full rain,0.0918
1428,7/30/2016,11:00:00 PM,4,Full rain,0.0918
1429,7/31/2016,12:00:00 AM,4,Full rain,0.0911
1430,7/31/2016,1:00:00 AM,4,Full rain,0.0904
1431,7/31/2016,2:00:00 AM,4,Full rain,0.0904
1432,7/31/2016,3:00:00 AM,4,Full rain,0.0896
