Transect,Year,Recipient,Gen,Symbol,Plant_ID,Segment,corolla_dia,
9,2022,HR_174,G1,,7,,21.748,
9,2022,HR_174,G1,,8,,,
W1,2022,HR_112,G1,,1,,21.346,
W1,2022,HR_080,G1,,3,,19.248,
W1,2022,HR_119,G1,,7,,25.448,
W1,2022,HR_059,G1,,2,,21.017,
W1,2022,HR_071,G1,,1,,22.311,
W1,2022,HR_071,G1,,3,,16.485,
W1,2022,HR_044,G1,,1,,23.325,
W1,2022,HR_044,G1,,2,,21.777,
W1,2022,HR_044,G1,,6,,22.391,
W1,2022,HR_015,G1,,1,,17.039,
W1,2022,HR_015,G1,,5,,21.612,
W1,2022,HR_015,G1,,8,,23.701,
W1,2022,HR_017,G1,,4,,22.855,
W1,2022,HR_017,G1,,8,,17.442,
W1,2022,HR_043,G1,,1,,22.592,
W1,2022,HR_043,G1,,2,,25.83,
W1,2022,HR_043,G1,,7,,22.326,
W1,2022,HR_142,G1,,1,,23.124,
W1,2022,HR_142,G1,,4,,24.506,
W1,2022,HR_142,G1,,6,,21.377,
W1,2022,HR_040,G1,,3,,,
W1,2022,HR_040,G1,,4,,26.247,
W1,2022,HR_040,G1,,5,,22.323,
W1,2022,HR_040,G1,,7,,,
W1,2022,HR_056,G1,,1,,19.14,
W1,2022,HR_056,G1,,3,,22.373,
W1,2022,HR_056,G1,,6,,25.433,
W1,2022,HR_149,G1,,2,,20.521,
W1,2022,HR_149,G1,,7,,22.23,
W1,2022,HR_149,G1,,8,,22.032,
W1,2022,HR_184,G1,,2,,25.719,
W1,2022,HR_184,G1,,4,,25.082,
W1,2022,HR_184,G1,,6,,24.337,
W2,2022,HR_015,G1,,8,,23.397,
W2,2022,HR_180,G1,,2,,20.605,
W2,2022,HR_180,G1,,4,,19.086,
W2,2022,HR_180,G1,,8,,,
W2,2022,HR_056,G1,,8,,20.185,
W2,2022,HR_044,G1,,7,,19.987,
W2,2022,HR_040,G1,,7,,,
W2,2022,HR_017,G1,,1,,26.602,
W2,2022,HR_017,G1,,3,,,
W2,2022,HR_080,G1,,1,,21.295,
W2,2022,HR_080,G1,,2,,21.609,
W2,2022,HR_080,G1,,7,,24.894,
W2,2022,HR_148,G1,,1,,20.149,
W2,2022,HR_148,G1,,3,,21.204,
W2,2022,HR_112,G1,,2,,21.562,
W2,2022,HR_112,G1,,3,,17.245,
W2,2022,HR_112,G1,,5,,22.446,
W2,2022,HR_071,G1,,3,,23.917,
W2,2022,HR_071,G1,,4,,19.516,
W2,2022,HR_071,G1,,8,,23.924,
