id,site,block,patch,p.pos,trt,pop,fam,esurv,july.stage,july.height,july.leaf,herbivory.category,disease.category,fall.stage,branch.number,seed.pods,browsed
903,CERA,7,6,3,competition,KZA,5,0,0,0,0,?,?,0,0,0,0
904,CERA,7,6,4,competition,KZA,2,1,1,22,6,1,2,3,1,1,0
905,CERA,7,7,1,removal,KZA,19,0,0,0,0,?,?,0,0,0,0
906,CERA,7,7,2,removal,KZA,8,1,1,?,3,3,2,4,0,0,1
907,CERA,7,7,3,removal,KZA,5,1,1,?,7,3,1,4,0,0,1
908,CERA,7,7,4,removal,KZA,2,0,0,0,0,?,?,0,0,0,0
909,CERA,7,8,1,removal,GCD,19,1,2,50,12,2,3,4,0,0,1
910,CERA,7,8,2,removal,GCD,23,0,0,0,0,?,?,0,0,0,0
911,CERA,7,8,3,removal,GCD,33,0,0,0,0,?,?,0,0,0,0
912,CERA,7,8,4,removal,GCD,2,0,0,0,0,?,?,0,0,0,0
913,CERA,7,9,1,removal,CRA,26,0,0,0,0,?,?,0,0,0,0
914,CERA,7,9,2,removal,CRA,6,1,1,?,1,4,4,4,0,0,1
915,CERA,7,9,3,removal,CRA,35,0,0,0,0,?,?,0,0,0,0
916,CERA,7,9,4,removal,CRA,12,0,0,0,0,?,?,0,0,0,0
917,CERA,7,10,1,competition,TYS,34,1,0,0,0,?,?,0,0,0,0
918,CERA,7,10,2,competition,TYS,13,0,0,0,0,?,?,0,0,0,0
919,CERA,7,10,3,competition,TYS,24,0,0,0,0,?,?,0,0,0,0
920,CERA,7,10,4,competition,TYS,17,0,0,0,0,?,?,0,0,0,0
921,CERA,7,11,1,removal,GRE,20,1,1,35,10,1,2,4,0,0,1
922,CERA,7,11,2,removal,GRE,36,1,1,34.5,9,1,2,4,0,0,1
923,CERA,7,11,3,removal,GRE,38,1,1,40,12,1,2,4,0,0,1
924,CERA,7,11,4,removal,GRE,38,1,1,35.5,12,1,2,4,0,0,1
925,CERA,7,12,1,removal,CRA,18,0,0,0,0,?,?,0,0,0,0
926,CERA,7,12,2,removal,CRA,16,1,1,?,8,1,2,4,0,0,1
927,CERA,7,12,3,removal,CRA,30,0,0,0,0,?,?,0,0,0,0
928,CERA,7,12,4,removal,CRA,10,1,1,?,18,2,2,4,2,1,1
929,CERA,7,13,1,removal,TYS,34,1,1,54.5,27,2,2,4,0,0,1
930,CERA,7,13,2,removal,TYS,13,1,1,51,33,1,2,4,0,0,1
931,CERA,7,13,3,removal,TYS,24,1,1,46,15,1,2,4,0,0,1
932,CERA,7,13,4,removal,TYS,17,0,0,0,0,?,?,0,0,0,0
933,CERA,7,14,1,competition,CRA,18,1,1,54.5,11,2,2,4,0,0,1
934,CERA,7,14,2,competition,CRA,16,1,1,61,14,2,2,4,0,0,1
935,CERA,7,14,3,competition,CRA,30,1,1,52.5,12,2,2,4,0,0,1
936,CERA,7,14,4,competition,CRA,10,0,0,0,0,?,?,0,0,0,0
937,CERA,7,15,1,removal,GRE,25,0,0,0,0,?,?,0,0,0,0
938,CERA,7,15,2,removal,GRE,39,0,0,0,0,?,?,0,0,0,0
939,CERA,7,15,3,removal,GRE,30,0,0,0,0,?,?,0,0,0,0
940,CERA,7,15,4,removal,GRE,1,1,1,?,3,4,4,5,0,1,1
941,CERA,7,16,1,removal,KZA,33,1,1,?,4,3,3,0,0,0,1
942,CERA,7,16,2,removal,KZA,14,0,0,0,0,?,?,0,0,0,0
943,CERA,7,16,3,removal,KZA,4,0,0,0,0,?,?,0,0,0,0
944,CERA,7,16,4,removal,KZA,23,1,1,?,8,1,2,4,0,0,1
945,CERA,7,17,1,competition,KZA,33,0,0,0,0,?,?,0,0,0,0
946,CERA,7,17,2,competition,KZA,14,1,1,45,8,1,2,4,0,0,1
947,CERA,7,17,3,competition,KZA,4,0,0,0,0,?,?,0,0,0,0
948,CERA,7,17,4,competition,KZA,23,1,1,40,6,2,2,4,0,0,1
949,CERA,7,18,1,competition,GCD,19,0,0,0,0,?,?,0,0,0,0
950,CERA,7,18,2,competition,GCD,23,1,1,48,11,1,2,4,0,0,1
951,CERA,7,18,3,competition,GCD,33,1,2,44,10,1,2,4,0,0,1
952,CERA,7,18,4,competition,GCD,2,1,1,46,9,1,1,4,0,0,1
953,CERA,7,19,1,removal,TYS,32,0,0,0,0,?,?,0,0,0,0
954,CERA,7,19,2,removal,TYS,27,1,1,50,9,1,1,3,3,7,1
955,CERA,7,19,3,removal,TYS,20,0,0,0,0,?,?,0,0,0,0
956,CERA,7,19,4,removal,TYS,26,0,0,0,0,?,?,0,0,0,0
957,CERA,7,20,1,competition,CRA,26,1,1,42,7,1,1,4,0,0,1
958,CERA,7,20,2,competition,CRA,6,1,1,40,9,2,2,4,0,0,1
959,CERA,7,20,3,competition,CRA,35,0,0,0,0,?,?,0,0,0,0
960,CERA,7,20,4,competition,CRA,12,1,1,43,10,1,2,4,0,0,1
961,CERA,8,1,1,competition,CRA,17,0,0,0,0,?,?,0,0,0,0
962,CERA,8,1,2,competition,CRA,31,1,1,53.5,10,1,2,4,0,0,1
963,CERA,8,1,3,competition,CRA,2,1,1,45,11,1,2,4,0,0,1
964,CERA,8,1,4,competition,CRA,14,0,0,0,0,?,?,0,0,0,0
965,CERA,8,2,1,removal,CRA,14,0,0,0,0,?,?,0,0,0,0
966,CERA,8,2,2,removal,CRA,25,0,0,0,0,?,?,0,0,0,0
967,CERA,8,2,3,removal,CRA,3,0,0,0,0,?,?,0,0,0,0
968,CERA,8,2,4,removal,CRA,39,0,0,0,0,?,?,0,0,0,0
969,CERA,8,3,1,competition,TYS,6,0,0,0,0,?,?,0,0,0,0
970,CERA,8,3,2,competition,TYS,5,1,1,26,6,1,2,0,0,0,0
971,CERA,8,3,3,competition,TYS,15,1,1,26.5,7,1,3,0,0,0,0
972,CERA,8,3,4,competition,TYS,24,0,0,0,0,?,?,0,0,0,0
973,CERA,8,4,1,removal,KZA,5,0,0,0,0,?,?,0,0,0,0
974,CERA,8,4,2,removal,KZA,35,0,0,0,0,?,?,0,0,0,0
975,CERA,8,4,3,removal,KZA,16,1,1,33,10,3,3,4,0,0,1
976,CERA,8,4,4,removal,KZA,3,?,0,0,0,?,?,0,0,0,0
977,CERA,8,5,1,removal,GRE,26,1,1,48,12,3,3,4,0,0,1
978,CERA,8,5,2,removal,GRE,2,1,1,22,9,3,3,4,0,0,1
979,CERA,8,5,3,removal,GRE,9,0,0,0,0,?,?,0,0,0,0
980,CERA,8,5,4,removal,GRE,14,1,1,15,6,3,3,4,0,0,1
981,CERA,8,6,1,removal,CRA,17,1,1,37,9,2,3,4,0,0,1
982,CERA,8,6,2,removal,CRA,31,0,0,0,0,?,?,0,0,0,0
983,CERA,8,6,3,removal,CRA,2,1,1,45,9,2,3,4,0,0,1
984,CERA,8,6,4,removal,CRA,14,0,0,0,0,?,?,0,0,0,0
985,CERA,8,7,1,removal,GRE,40,1,1,52,13,2,3,4,0,0,1
986,CERA,8,7,2,removal,GRE,4,1,1,48.5,10,1,3,4,0,0,1
987,CERA,8,7,3,removal,GRE,21,1,1,45.5,11,2,3,4,0,0,1
988,CERA,8,7,4,removal,GRE,32,1,1,49.5,10,2,3,4,0,0,1
989,CERA,8,8,1,competition,GRE,40,1,1,18,5,1,4,5,1,1,0
990,CERA,8,8,2,competition,GRE,4,0,0,0,0,?,?,0,0,0,0
991,CERA,8,8,3,competition,GRE,21,1,1,18,4,3,3,0,0,0,1
992,CERA,8,8,4,competition,GRE,32,0,0,0,0,?,?,0,0,0,0
993,CERA,8,9,1,removal,KZA,17,0,0,0,0,?,?,0,0,0,0
994,CERA,8,9,2,removal,KZA,24,0,0,0,0,?,?,0,0,0,0
995,CERA,8,9,3,removal,KZA,28,0,0,0,0,?,?,0,0,0,0
996,CERA,8,9,4,removal,KZA,13,0,0,0,0,?,?,0,0,0,0
997,CERA,8,10,1,removal,TYS,6,1,1,?,5,3,3,3,2,2,1
998,CERA,8,10,2,removal,TYS,5,1,1,15,7,3,3,4,0,0,1
999,CERA,8,10,3,removal,TYS,15,0,0,0,0,?,?,0,0,0,0
1000,CERA,8,10,4,removal,TYS,24,1,1,50,19,2,2,3,7,37,0
1001,CERA,8,11,1,removal,TYS,31,0,0,0,0,?,?,0,0,0,0
1002,CERA,8,11,2,removal,TYS,1,0,0,0,0,?,?,0,0,0,0
1003,CERA,8,11,3,removal,TYS,29,1,0,0,0,?,?,0,0,0,0
1004,CERA,8,11,4,removal,TYS,7,0,0,0,0,?,?,0,0,0,0
1005,CERA,8,12,1,competition,GCD,35,0,0,0,0,?,?,0,0,0,0
1006,CERA,8,12,2,competition,GCD,18,0,0,0,0,?,?,0,0,0,0
1007,CERA,8,12,3,competition,GCD,20,0,0,0,0,?,?,0,0,0,0
1008,CERA,8,12,4,competition,GCD,21,1,2,53,11,2,3,5,1,15,0
1009,CERA,8,13,1,competition,GRE,26,1,1,41.5,9,1,2,5,1,1,0
1010,CERA,8,13,2,competition,GRE,2,?,0,0,0,?,?,0,0,0,0
1011,CERA,8,13,3,competition,GRE,9,0,0,0,0,?,?,0,0,0,0
1012,CERA,8,13,4,competition,GRE,14,0,0,0,0,?,?,0,0,0,0
1013,CERA,8,14,1,competition,TYS,31,1,1,46.5,10,1,2,5,1,2,0
1014,CERA,8,14,2,competition,TYS,1,1,1,42.5,10,1,2,4,1,14,0
1015,CERA,8,14,3,competition,TYS,29,0,0,0,0,?,?,0,0,0,0
1016,CERA,8,14,4,competition,TYS,7,0,0,0,0,?,?,0,0,0,0
1017,CERA,8,15,1,competition,CRA,14,1,1,35,8,1,3,5,1,2,0
1018,CERA,8,15,2,competition,CRA,25,0,0,0,0,?,?,0,0,0,0
1019,CERA,8,15,3,competition,CRA,3,1,1,52,9,1,3,4,0,0,1
1020,CERA,8,15,4,competition,CRA,39,0,0,0,0,?,?,0,0,0,0
1021,CERA,8,16,1,competition,KZA,5,0,0,0,0,?,?,0,0,0,0
1022,CERA,8,16,2,competition,KZA,35,1,1,44.5,10,1,2,5,1,9,0
1023,CERA,8,16,3,competition,KZA,16,1,1,38,9,1,2,4,0,0,1
1024,CERA,8,16,4,competition,KZA,3,1,1,33,10,2,3,5,1,7,0
1025,CERA,8,17,1,removal,GCD,35,1,0,0,0,?,?,0,0,0,0
1026,CERA,8,17,2,removal,GCD,18,0,0,0,0,?,?,0,0,0,0
1027,CERA,8,17,3,removal,GCD,20,0,0,0,0,?,?,0,0,0,0
1028,CERA,8,17,4,removal,GCD,21,0,0,0,0,?,?,0,0,0,0
1029,CERA,8,18,1,competition,KZA,17,1,1,25,7,3,3,5,1,4,0
1030,CERA,8,18,2,competition,KZA,24,0,0,0,0,?,?,0,0,0,0
1031,CERA,8,18,3,competition,KZA,28,1,1,21.5,6,3,3,4,1,5,0
1032,CERA,8,18,4,competition,KZA,13,1,1,17.5,6,3,3,5,1,2,0
1033,CERA,8,19,1,removal,GCD,27,1,1,0,8,2,3,4,4,15,1
1034,CERA,8,19,2,removal,GCD,17,1,1,5.5,3,1,4,1,1,0,0
1035,CERA,8,19,3,removal,GCD,8,0,0,0,0,?,?,0,0,0,0
1036,CERA,8,19,4,removal,GCD,14,0,0,0,0,?,?,0,0,0,0
1037,CERA,8,20,1,competition,GCD,27,1,2,39.5,9,2,3,4,1,6,0
1038,CERA,8,20,2,competition,GCD,17,1,2,37,6,1,2,4,1,1,0
1039,CERA,8,20,3,competition,GCD,8,1,1,17,5,2,3,2,1,3,0
1040,CERA,8,20,4,competition,GCD,14,0,0,0,0,?,?,0,0,0,0
1041,CERA,9,1,1,removal,CRA,31,0,0,0,0,?,?,0,0,0,0
1042,CERA,9,1,2,removal,CRA,7,1,2,55,13,1,2,5,2,27,0
1043,CERA,9,1,3,removal,CRA,13,0,0,0,0,?,?,0,0,0,0
1044,CERA,9,1,4,removal,CRA,27,1,1,38,11,3,3,4,0,0,1
1045,CERA,9,2,1,competition,CRA,31,0,0,0,0,?,?,0,0,0,0
1046,CERA,9,2,2,competition,CRA,7,1,0,0,0,?,?,0,0,0,0
1047,CERA,9,2,3,competition,CRA,13,0,1,49.5,10,1,3,4,0,0,1
1048,CERA,9,2,4,competition,CRA,27,1,1,55.5,10,1,2,4,0,0,1
1049,CERA,9,3,1,removal,GCD,5,1,1,42,10,2,3,4,0,0,1
1050,CERA,9,3,2,removal,GCD,15,0,0,0,0,?,?,0,0,0,0
1051,CERA,9,3,3,removal,GCD,17,0,0,0,0,?,?,0,0,0,0
1052,CERA,9,3,4,removal,GCD,3,0,0,0,0,?,?,0,0,0,0
1053,CERA,9,4,1,competition,KZA,12,0,0,0,0,?,?,0,0,0,0
1054,CERA,9,4,2,competition,KZA,37,1,1,23,6,1,1,4,0,0,1
1055,CERA,9,4,3,competition,KZA,7,1,1,33.5,8,1,3,4,0,0,1
1056,CERA,9,4,4,competition,KZA,38,0,0,0,0,?,?,0,0,0,0
1057,CERA,9,5,1,competition,GRE,13,0,0,0,0,?,?,0,0,0,0
1058,CERA,9,5,2,competition,GRE,8,0,0,0,0,?,?,0,0,0,0
1059,CERA,9,5,3,competition,GRE,7,0,0,0,0,?,?,0,0,0,0
1060,CERA,9,5,4,competition,GRE,8,0,0,0,0,?,?,0,0,0,0
1061,CERA,9,6,1,competition,TYS,1,0,0,0,0,?,?,0,0,0,0
1062,CERA,9,6,2,competition,TYS,6,0,0,0,0,?,?,0,0,0,0
1063,CERA,9,6,3,competition,TYS,19,1,1,44.5,8,2,2,4,1,2,1
1064,CERA,9,6,4,competition,TYS,33,1,1,58,9,3,3,4,2,16,0
1065,CERA,9,7,1,removal,KZA,12,1,1,12.5,3,1,3,5,1,2,0
1066,CERA,9,7,2,removal,KZA,37,0,0,0,0,?,?,0,0,0,0
1067,CERA,9,7,3,removal,KZA,7,0,0,0,0,?,?,0,0,0,0
1068,CERA,9,7,4,removal,KZA,38,0,0,0,0,?,?,0,0,0,0
1069,CERA,9,8,1,competition,CRA,9,0,0,0,0,?,?,0,0,0,0
1070,CERA,9,8,2,competition,CRA,30,1,1,22,6,1,3,4,0,0,1
1071,CERA,9,8,3,competition,CRA,22,0,0,0,0,?,?,0,0,0,0
1072,CERA,9,8,4,competition,CRA,19,1,1,32,8,1,2,4,0,0,1
1073,CERA,9,9,1,competition,TYS,10,1,1,23.5,5,2,3,4,1,3,0
1074,CERA,9,9,2,competition,TYS,25,1,1,35.5,7,3,3,4,1,4,0
1075,CERA,9,9,3,competition,TYS,3,0,0,0,0,?,?,0,0,0,0
1076,CERA,9,9,4,competition,TYS,22,0,0,0,0,?,?,0,0,0,0
1077,CERA,9,10,1,competition,GRE,20,1,1,33.5,9,1,3,4,1,5,0
1078,CERA,9,10,2,competition,GRE,12,1,1,35.5,7,1,3,4,0,0,1
1079,CERA,9,10,3,competition,GRE,26,1,1,45,9,1,2,4,1,8,0
1080,CERA,9,10,4,competition,GRE,18,0,0,0,0,?,?,0,0,0,0
1081,CERA,9,11,1,removal,GRE,20,0,0,0,0,?,?,0,0,0,0
1082,CERA,9,11,2,removal,GRE,12,1,1,28,8,3,3,4,0,0,1
1083,CERA,9,11,3,removal,GRE,26,0,0,0,0,?,?,0,0,0,0
1084,CERA,9,11,4,removal,GRE,18,0,0,0,0,?,?,0,0,0,0
1085,CERA,9,12,1,removal,GCD,12,0,0,0,0,?,?,0,0,0,0
1086,CERA,9,12,2,removal,GCD,32,1,1,44,7,2,3,4,0,0,1
1087,CERA,9,12,3,removal,GCD,4,0,0,0,0,?,?,0,0,0,0
1088,CERA,9,12,4,removal,GCD,1,1,1,0,4,1,3,4,0,0,1
1089,CERA,9,13,1,removal,TYS,10,1,1,32,6,2,3,3,2,7,1
1090,CERA,9,13,2,removal,TYS,25,0,0,0,0,?,?,0,0,0,0
1091,CERA,9,13,3,removal,TYS,3,0,0,0,0,?,?,0,0,0,0
1092,CERA,9,13,4,removal,TYS,22,1,1,?,6,3,3,3,0,0,1
1093,CERA,9,14,1,competition,KZA,39,1,1,43,8,1,2,4,1,6,0
1094,CERA,9,14,2,competition,KZA,22,1,1,20,4,3,3,4,0,0,1
1095,CERA,9,14,3,competition,KZA,1,1,0,0,0,?,?,0,0,0,0
1096,CERA,9,14,4,competition,KZA,23,0,0,0,0,?,?,0,0,0,0
1097,CERA,9,15,1,competition,GCD,12,0,0,0,0,?,?,0,0,0,0
1098,CERA,9,15,2,competition,GCD,32,0,0,0,0,?,?,0,0,0,0
1099,CERA,9,15,3,competition,GCD,4,1,1,45,8,2,3,4,0,0,1
1100,CERA,9,15,4,competition,GCD,1,0,0,0,0,?,?,0,0,0,0
1101,CERA,9,16,1,removal,TYS,1,0,0,0,0,?,?,0,0,0,0
1102,CERA,9,16,2,removal,TYS,6,1,1,28.5,8,1,3,4,0,0,1
1103,CERA,9,16,3,removal,TYS,19,0,0,0,0,?,?,0,0,0,0
1104,CERA,9,16,4,removal,TYS,33,1,1,49,11,2,3,3,4,28,1
1105,CERA,9,17,1,removal,CRA,9,0,0,0,0,?,?,0,0,0,0
1106,CERA,9,17,2,removal,CRA,30,0,0,0,0,?,?,0,0,0,0
1107,CERA,9,17,3,removal,CRA,22,1,1,34,9,3,3,4,0,0,1
1108,CERA,9,17,4,removal,CRA,19,0,0,0,0,?,?,0,0,0,0
1109,CERA,9,18,1,removal,KZA,39,0,0,0,0,?,?,0,0,0,0
1110,CERA,9,18,2,removal,KZA,22,1,1,?,3,3,4,4,0,0,1
1111,CERA,9,18,3,removal,KZA,1,0,0,0,0,?,?,0,0,0,0
1112,CERA,9,18,4,removal,KZA,23,?,?,?,?,2,3,?,?,?,1
1113,CERA,9,19,1,competition,GCD,5,1,1,60,12,1,2,4,0,0,1
1114,CERA,9,19,2,competition,GCD,15,0,0,0,0,?,?,0,0,0,0
1115,CERA,9,19,3,competition,GCD,17,1,1,22.5,7,3,3,4,1,3,0
1116,CERA,9,19,4,competition,GCD,3,0,0,0,0,?,?,0,0,0,0
1117,CERA,9,20,1,removal,GRE,13,0,0,0,0,?,?,0,0,0,0
1118,CERA,9,20,2,removal,GRE,8,1,1,17.5,8,2,3,4,0,0,1
1119,CERA,9,20,3,removal,GRE,7,1,1,10,6,3,3,4,0,0,1
1120,CERA,9,20,4,removal,GRE,8,0,0,0,0,?,?,0,0,0,0
1121,CERA,10,1,1,removal,CRA,7,0,0,0,0,?,?,0,0,0,0
1122,CERA,10,1,2,removal,CRA,29,0,0,0,0,?,?,0,0,0,0
1123,CERA,10,1,3,removal,CRA,8,1,1,31.5,9,3,3,4,0,0,1
1124,CERA,10,1,4,removal,CRA,11,0,0,0,0,?,?,0,0,0,0
1125,CERA,10,2,1,competition,CRA,23,1,1,11,6,1,3,3,1,1,0
1126,CERA,10,2,2,competition,CRA,32,0,0,0,0,?,?,0,0,0,0
1127,CERA,10,2,3,competition,CRA,16,1,1,41,8,1,3,5,3,8,1
1128,CERA,10,2,4,competition,CRA,40,0,0,0,0,?,?,0,0,0,0
1129,CERA,10,3,1,removal,KZA,28,1,1,59,34,?,?,4,0,0,1
1130,CERA,10,3,2,removal,KZA,25,0,0,0,0,?,?,0,0,0,0
1131,CERA,10,3,3,removal,KZA,19,1,1,24.5,8,2,3,4,0,0,1
1132,CERA,10,3,4,removal,KZA,21,0,0,0,0,?,?,0,0,0,0
1133,CERA,10,4,1,competition,TYS,23,1,1,39.5,8,3,3,3,0,0,1
1134,CERA,10,4,2,competition,TYS,9,0,0,0,0,?,?,0,0,0,0
1135,CERA,10,4,3,competition,TYS,39,1,1,48.5,7,1,3,3,1,4,1
1136,CERA,10,4,4,competition,TYS,21,0,0,0,0,?,?,0,0,0,0
1137,CERA,10,5,1,competition,KZA,7,0,0,0,0,?,?,0,0,0,0
1138,CERA,10,5,2,competition,KZA,9,0,0,0,0,?,?,0,0,0,0
1139,CERA,10,5,3,competition,KZA,36,0,0,0,0,?,?,0,0,0,0
1140,CERA,10,5,4,competition,KZA,29,1,1,29,6,2,2,0,0,0,1
1141,CERA,10,6,1,removal,TYS,11,1,1,10,4,2,2,4,0,0,1
1142,CERA,10,6,2,removal,TYS,37,1,1,?,5,2,2,4,0,0,1
1143,CERA,10,6,3,removal,TYS,28,0,0,0,0,?,?,0,0,0,0
1144,CERA,10,6,4,removal,TYS,37,1,1,32,11,2,3,4,0,0,1
1145,CERA,10,7,1,removal,GRE,1,1,1,28,9,3,2,5,0,0,1
1146,CERA,10,7,2,removal,GRE,31,0,0,0,0,?,?,0,0,0,0
1147,CERA,10,7,3,removal,GRE,6,1,1,11,6,3,3,5,1,3,0
1148,CERA,10,7,4,removal,GRE,16,0,0,0,0,?,?,0,0,0,0
1149,CERA,10,8,1,competition,GRE,1,0,0,0,0,?,?,0,0,0,0
1150,CERA,10,8,2,competition,GRE,31,0,0,0,0,?,?,0,0,0,0
1151,CERA,10,8,3,competition,GRE,6,1,0,0,0,?,?,0,0,0,0
1152,CERA,10,8,4,competition,GRE,16,0,0,0,0,?,?,0,0,0,0
1153,CERA,10,9,1,competition,KZA,28,0,0,0,0,?,?,0,0,0,0
1154,CERA,10,9,2,competition,KZA,25,0,0,0,0,?,?,0,0,0,0
1155,CERA,10,9,3,competition,KZA,19,1,1,45,10,2,3,4,0,0,1
1156,CERA,10,9,4,competition,KZA,21,1,1,22,6,1,3,5,1,1,0
1157,CERA,10,10,1,competition,GCD,2,0,0,0,0,?,?,0,0,0,0
1158,CERA,10,10,2,competition,GCD,22,0,0,0,0,?,?,0,0,0,0
1159,CERA,10,10,3,competition,GCD,13,1,1,31,7,1,3,5,1,4,0
1160,CERA,10,10,4,competition,GCD,7,1,1,26,7,1,3,4,0,0,1
1161,CERA,10,11,1,removal,KZA,7,1,1,31,7,1,2,4,0,0,1
1162,CERA,10,11,2,removal,KZA,9,0,0,0,0,?,?,0,0,0,0
1163,CERA,10,11,3,removal,KZA,36,1,1,57,17,1,3,4,0,0,1
1164,CERA,10,11,4,removal,KZA,29,1,1,32,9,1,3,4,0,0,1
1165,CERA,10,12,1,competition,CRA,7,1,1,48,11,2,3,4,0,0,1
1166,CERA,10,12,2,competition,CRA,29,1,1,48,11,2,3,4,0,0,1
1167,CERA,10,12,3,competition,CRA,8,1,1,21.5,7,2,3,4,0,0,1
1168,CERA,10,12,4,competition,CRA,11,0,0,0,0,?,?,0,0,0,0
1169,CERA,10,13,1,removal,GCD,2,0,0,0,0,?,?,0,0,0,0
1170,CERA,10,13,2,removal,GCD,22,1,1,40,10,2,3,4,0,0,1
1171,CERA,10,13,3,removal,GCD,13,0,0,0,0,?,?,0,0,0,0
1172,CERA,10,13,4,removal,GCD,7,1,0,0,0,?,?,0,0,0,0
1173,CERA,10,14,1,removal,GCD,27,0,0,0,0,?,?,0,0,0,0
1174,CERA,10,14,2,removal,GCD,31,0,0,0,0,?,?,0,0,0,0
1175,CERA,10,14,3,removal,GCD,36,0,0,0,0,?,?,0,0,0,0
1176,CERA,10,14,4,removal,GCD,26,0,0,0,0,?,?,0,0,0,0
1177,CERA,10,15,1,competition,GCD,27,0,0,0,0,?,?,0,0,0,0
1178,CERA,10,15,2,competition,GCD,31,0,0,0,0,?,?,0,0,0,0
1179,CERA,10,15,3,competition,GCD,36,1,1,36,8,2,2,4,0,0,1
1180,CERA,10,15,4,competition,GCD,26,0,0,0,0,?,?,0,0,0,0
1181,CERA,10,16,1,competition,GRE,10,1,0,0,0,?,?,0,0,0,0
1182,CERA,10,16,2,competition,GRE,12,1,1,20,5,3,1,4,0,0,1
1183,CERA,10,16,3,competition,GRE,22,1,1,19,7,2,1,4,0,0,1
1184,CERA,10,16,4,competition,GRE,27,0,0,0,0,?,?,0,0,0,0
1185,CERA,10,17,1,removal,CRA,23,1,0,0,0,?,?,0,0,0,0
1186,CERA,10,17,2,removal,CRA,32,1,1,29,10,3,3,4,0,0,1
1187,CERA,10,17,3,removal,CRA,16,1,1,25,10,3,2,4,0,0,1
1188,CERA,10,17,4,removal,CRA,40,1,1,26,10,2,3,4,0,0,1
1189,CERA,10,18,1,removal,TYS,23,1,1,42,12,2,3,4,0,0,1
1190,CERA,10,18,2,removal,TYS,9,1,1,27,9,3,2,4,0,0,1
1191,CERA,10,18,3,removal,TYS,39,1,1,33.5,11,2,3,4,0,0,1
1192,CERA,10,18,4,removal,TYS,21,1,1,23.5,9,2,2,4,0,0,1
1193,CERA,10,19,1,removal,GRE,10,0,0,0,0,?,?,0,0,0,0
1194,CERA,10,19,2,removal,GRE,12,1,1,26,9,2,3,4,0,0,1
1195,CERA,10,19,3,removal,GRE,22,1,1,24.5,9,3,3,4,0,0,1
1196,CERA,10,19,4,removal,GRE,27,0,0,0,0,?,?,0,0,0,0
1197,CERA,10,20,1,competition,TYS,11,1,1,14,4,2,2,1,1,0,0
1198,CERA,10,20,2,competition,TYS,37,0,0,0,0,?,?,0,0,0,0
1199,CERA,10,20,3,competition,TYS,28,1,1,42.5,10,2,3,4,0,0,1
1200,CERA,10,20,4,competition,TYS,37,0,0,0,0,?,?,0,0,0,0
1201,CPBS,1,1,1,competition,KZA,29,1,0,0,0,?,?,0,0,0,0
1202,CPBS,1,1,2,competition,KZA,3,1,1,11.5,5,1,2,5,1,2,0
1203,CPBS,1,1,3,competition,KZA,15,0,0,0,0,?,?,0,0,0,0
1204,CPBS,1,1,4,competition,KZA,38,0,0,0,0,?,?,0,0,0,0
1205,CPBS,1,2,1,removal,KZA,29,0,0,0,0,?,?,0,0,0,0
1206,CPBS,1,2,2,removal,KZA,3,0,0,0,0,?,?,0,0,0,0
1207,CPBS,1,2,3,removal,KZA,15,0,0,0,0,?,?,0,0,0,0
1208,CPBS,1,2,4,removal,KZA,38,0,0,0,0,?,?,0,0,0,0
1209,CPBS,1,3,1,competition,CRA,34,1,1,14,5,1,3,5,1,1,0
1210,CPBS,1,3,2,competition,CRA,15,0,0,0,0,?,?,0,0,0,0
1211,CPBS,1,3,3,competition,CRA,40,1,1,21,7,1,3,5,1,2,0
1212,CPBS,1,3,4,competition,CRA,32,0,0,0,0,?,?,0,0,0,0
1213,CPBS,1,4,1,competition,GCD,16,1,1,19.5,6,1,3,5,1,1,0
1214,CPBS,1,4,2,competition,GCD,25,1,1,15.5,?,?,?,5,1,2,0
1215,CPBS,1,4,3,competition,GCD,39,0,0,0,0,?,?,0,0,0,0
1216,CPBS,1,4,4,competition,GCD,28,1,1,20.5,7,1,3,5,1,4,0
1217,CPBS,1,5,1,removal,GRE,34,0,0,0,0,?,?,0,0,0,0
1218,CPBS,1,5,2,removal,GRE,27,?,0,0,0,?,?,0,0,0,0
1219,CPBS,1,5,3,removal,GRE,37,0,0,0,0,?,?,0,0,0,0
1220,CPBS,1,5,4,removal,GRE,25,0,0,0,0,?,?,0,0,0,0
1221,CPBS,1,6,1,removal,GCD,16,0,0,0,0,?,?,0,0,0,0
1222,CPBS,1,6,2,removal,GCD,25,0,0,0,0,?,?,0,0,0,0
1223,CPBS,1,6,3,removal,GCD,39,0,0,0,0,?,?,0,0,0,0
1224,CPBS,1,6,4,removal,GCD,28,0,0,0,0,?,?,0,0,0,0
1225,CPBS,1,7,1,competition,TYS,12,0,0,0,0,?,?,0,0,0,0
1226,CPBS,1,7,2,competition,TYS,34,0,0,0,0,?,?,0,0,0,0
1227,CPBS,1,7,3,competition,TYS,9,1,1,8.5,4,3,1,0,0,0,0
1228,CPBS,1,7,4,competition,TYS,26,0,0,0,0,?,?,0,0,0,0
1229,CPBS,1,8,1,removal,TYS,12,0,0,0,0,?,?,0,0,0,0
1230,CPBS,1,8,2,removal,TYS,34,0,0,0,0,?,?,0,0,0,0
1231,CPBS,1,8,3,removal,TYS,9,0,0,0,0,?,?,0,0,0,0
1232,CPBS,1,8,4,removal,TYS,26,0,0,0,0,?,?,0,0,0,0
